Public Food Key,Classification,Name,Energy_kCal,Total_fibre_g,Has_High_Fibre,Category,Sub_Category,High_Cholesterol,High_Sugar,CVD
F007100,18103,"Pork, silverside steak, lean, fried, no added fat",139.81835564053537,0,False,Pork,Lean Meat,2,2,2
F007098,18103,"Pork, silverside steak, untrimmed, raw",113.52772466539197,0,False,Pork,Pork,0,0,0
F007117,18103,"Pork, spare ribs, untrimmed, raw",286.3288718929254,0,False,Pork,Pork,0,0,0
F007113,18103,"Pork, spare ribs, untrimmed, baked, no added fat",397.4665391969407,0,False,Pork,Pork,0,0,0
F007128,18103,"Pork, strips, untrimmed, raw",111.37667304015297,0,False,Pork,Pork,0,0,0
F007127,18103,"Pork, strips, untrimmed, fried, no added fat",148.90057361376674,0,False,Pork,Pork,0,0,0
F007132,18103,"Pork, topside steak, lean, raw",115.20076481835564,0,False,Pork,Lean Meat,2,2,2
F007131,18103,"Pork, topside steak, lean, fried, no added fat",139.10133843212236,0,False,Pork,Lean Meat,2,2,2
F007130,18103,"Pork, topside steak, untrimmed, fried, no added fat",139.34034416826003,0,False,Pork,Pork,0,0,0
F002568,18301,"Chicken, barbecued, with skin",192.63862332695984,1.1,False,Chicken,Chicken,0,0,0
F002594,18301,"Chicken, breast, lean flesh, raw",104.68451242829828,0,False,Chicken,Lean Meat,2,2,2
F002590,18301,"Chicken, breast, lean flesh, baked, no added fat",152.24665391969407,0,False,Chicken,Lean Meat,2,2,2
F002593,18301,"Chicken, breast, lean flesh, grilled, no added fat",142.92543021032503,0,False,Chicken,Lean Meat,2,2,2
F002592,18301,"Chicken, breast, lean flesh, fried, no added fat",162.76290630975143,0,False,Chicken,Lean Meat,2,2,2
F002591,18301,"Chicken, breast, lean flesh, casseroled, no added fat",142.44741873804972,0,False,Chicken,Lean Meat,2,2,2
F002597,18301,"Chicken, breast, lean flesh, skin & fat, raw",164.4359464627151,0,False,Chicken,Lean Meat,2,2,2
F002595,18301,"Chicken, breast, lean flesh, skin & fat, baked, no added fat",187.61950286806882,0,False,Chicken,Lean Meat,2,2,2
F002596,18301,"Chicken, breast, lean flesh, skin & fat, casseroled, no added fat",167.54302103250478,0,False,Chicken,Lean Meat,2,2,2
F002647,18301,"Chicken, drumstick, lean flesh, raw",117.59082217973231,0,False,Chicken,Lean Meat,2,2,2
F002645,18301,"Chicken, drumstick, lean flesh, baked, no added fat",198.37476099426385,0,False,Chicken,Lean Meat,2,2,2
F002646,18301,"Chicken, drumstick, lean flesh, casseroled, no added fat",174.4741873804971,0,False,Chicken,Lean Meat,2,2,2
F002650,18301,"Chicken, drumstick, lean flesh, skin & fat, raw",154.1586998087954,0,False,Chicken,Lean Meat,2,2,2
F002648,18301,"Chicken, drumstick, lean flesh, skin & fat, baked, no added fat",233.98661567877627,0,False,Chicken,Lean Meat,2,2,2
F002649,18301,"Chicken, drumstick, lean flesh, skin & fat, casseroled, no added fat",208.65200764818354,0,False,Chicken,Lean Meat,2,2,2
F002739,18301,"Chicken, mince, raw",135.51625239005736,0,False,Chicken,Chicken,0,0,0
F002755,18903,"Chicken, nugget, purchased frozen, baked, no added fat",280.1147227533461,1.1,False,,,0,0,0
F002752,18903,"Chicken, nugget, purchased from independent takeaway & fast food chain, fried, undefined oil",263.8623326959847,1.1,False,,,0,0,0
F002751,18903,"Chicken, nugget, purchased from fast food chain, grilled",195.50669216061183,1.3,False,,,0,0,0
F002769,18301,"Chicken, separable fat, composite, raw",571.7017208413001,0,False,Chicken,Chicken,0,0,0
F002768,18301,"Chicken, separable fat, composite, cooked, no added fat",486.6156787762906,0,False,Chicken,Chicken,0,0,0
F002773,18301,"Chicken, skin, composite, raw",362.09369024856596,0,False,Chicken,Chicken,0,0,0
F002771,18301,"Chicken, skin, composite, baked, no added fat",434.51242829827913,0,False,Chicken,Chicken,0,0,0
F002772,18301,"Chicken, skin, composite, casseroled, no added fat",416.3479923518164,0,False,Chicken,Chicken,0,0,0
F002806,18301,"Chicken, thigh, lean flesh, raw",118.54684512428298,0,False,Chicken,Lean Meat,2,2,2
F002804,18301,"Chicken, thigh, lean flesh, baked, no added fat",175.19120458891013,0,False,Chicken,Lean Meat,2,2,2
F002805,18301,"Chicken, thigh, lean flesh, casseroled, no added fat",193.5946462715105,0,False,Chicken,Lean Meat,2,2,2
F002809,18301,"Chicken, thigh, lean flesh, skin & fat, raw",224.66539196940727,0,False,Chicken,Lean Meat,2,2,2
F002807,18301,"Chicken, thigh, lean flesh, skin & fat, baked, no added fat",226.33843212237093,0,False,Chicken,Lean Meat,2,2,2
F002808,18301,"Chicken, thigh, lean flesh, skin & fat, casseroled, no added fat",239.96175908221795,0,False,Chicken,Lean Meat,2,2,2
F002849,18301,"Chicken, wing, lean flesh, raw",112.33269598470363,0,False,Chicken,Lean Meat,2,2,2
F002847,18301,"Chicken, wing, lean flesh, baked, no added fat",193.5946462715105,0,False,Chicken,Lean Meat,2,2,2
F002848,18301,"Chicken, wing, lean flesh, casseroled, no added fat",191.20458891013382,0,False,Chicken,Lean Meat,2,2,2
F002852,18301,"Chicken, wing, lean flesh, skin & fat, raw",219.1682600382409,0,False,Chicken,Lean Meat,2,2,2
F002850,18301,"Chicken, wing, lean flesh, skin & fat, baked, no added fat",262.90630975143404,0,False,Chicken,Lean Meat,2,2,2
F002851,18301,"Chicken, wing, lean flesh, skin & fat, casseroled, no added fat",255.019120458891,0,False,Chicken,Lean Meat,2,2,2
F001922,18202,"Buffalo, swamp, cube roll, raw",121.17590822179731,0,False,,,0,0,0
F001923,18202,"Buffalo, swamp, topside, raw",107.07456978967495,0,False,,,0,0,0
F001920,18202,"Buffalo, riverine, cube roll, raw",155.35372848948373,0,False,,,0,0,0
F001921,18202,"Buffalo, riverine, topside, raw",118.54684512428298,0,False,,,0,0,0
F002205,18202,"Camel, cube roll, raw",150.5736137667304,0,False,,,0,0,0
F002206,18202,"Camel, rump, raw",113.52772466539197,0,False,,,0,0,0
F004790,18201,"Kangaroo, rump, raw",89.1491395793499,0,False,,,0,0,0
F004789,18201,"Kangaroo, rump, baked, no added fat",159.8948374760994,0,False,,,0,0,0
F004787,18201,"Kangaroo, loin fillet, raw",94.88527724665391,0,False,,,0,0,0
F004786,18201,"Kangaroo, loin fillet, grilled, no added fat",135.2772466539197,0,False,,,0,0,0
F004793,18201,"Kangaroo, tail, raw",91.06118546845124,0,False,,,0,0,0
F004792,18201,"Kangaroo, tail, cooked, no added fat",110.89866156787762,0,False,,,0,0,0
F007601,18202,"Rabbit, farmed, whole, raw",112.81070745697896,0,False,,,0,0,0
F007602,18202,"Rabbit, flesh, casseroled, no added fat",170.1720841300191,0,False,,,0,0,0
F002709,18401,"Chicken, liver, raw",111.37667304015297,0,False,,,0,0,0
F002708,18401,"Chicken, liver, fried, added butter",177.5812619502868,0,False,,,0,0,0
F005021,18401,"Lamb, liver, grilled, no added fat",196.46271510516252,0,False,,,0,0,0
F000224,18601,"Bacon, middle rasher, separable lean, fried, no added fat",205.06692160611854,0,False,Processed Meat,Processed Meat,1,0,1
F000228,18601,"Bacon, middle rasher, untrimmed, raw",313.09751434034416,0,False,Processed Meat,Processed Meat,1,0,1
F000227,18601,"Bacon, middle rasher, untrimmed, fried, no added fat",417.5430210325048,0,False,Processed Meat,Processed Meat,1,0,1
F000223,18601,"Bacon, middle rasher, separable fat, fried, no added fat",765.774378585086,0,False,Processed Meat,Processed Meat,1,0,1
F000231,18601,"Bacon, shortcut, as purchased without rind, fried, no added fat",250.0,0,False,Processed Meat,Processed Meat,1,0,1
F000544,18606,"Beef, corned, canned",228.7284894837476,0.7,False,Processed Meat,Processed Meat,1,0,1
F001322,18606,"Braised steak & onions, canned",63.09751434034417,0.8,False,Processed Meat,Processed Meat,1,0,1
F002756,18605,"Chicken, processed luncheon meat, low or reduced fat",112.81070745697896,0.2,False,Processed Meat,Processed Meat,1,0,1
F004025,18502,"Frankfurt, cooked",251.19502868068832,1.8,False,,,0,0,0
F004299,18602,"Ham, leg, lean",111.61567877629062,1.8,True,Processed Meat,Processed Meat,1,0,1
F006675,13405,"Pie, steak & kidney, canned",165.63097514340345,0.9,False,Pastries,Pies,1,1,1
F007459,18602,Prosciutto,292.5430210325048,0,False,Processed Meat,Processed Meat,1,0,1
F008112,18501,"Sausage, beef, raw",235.8986615678776,0,False,,,0,0,0
F008106,18501,"Sausage, beef, fried, no added fat",226.33843212237093,0.4,False,,,0,0,0
F008107,18501,"Sausage, beef, grilled, no added fat",217.7342256214149,0.2,False,,,0,0,0
F008119,18503,"Sausage, chicken, plain, fried, no added fat",396.7495219885277,0.6,False,,,0,0,0
F008116,18503,"Sausage, chicken, flavoured, fried, no added fat",396.7495219885277,0.6,False,,,0,0,0
F008126,18603,"Sausage, chorizo, uncooked",282.74378585086043,0.5,False,Processed Meat,Processed Meat,1,0,1
F008125,18603,"Sausage, chorizo, fried, no added fat",297.5621414913958,0.5,False,Processed Meat,Processed Meat,1,0,1
F008137,18501,"Sausage, lamb, plain, fried, no added fat",226.09942638623326,0.4,False,,,0,0,0
F008136,18501,"Sausage, lamb, flavoured, fried, no added fat",226.09942638623326,0.4,False,,,0,0,0
F008143,18501,"Sausage, pork, fried, no added fat",258.84321223709367,1.4,False,,,0,0,0
F008740,18606,"Spam, canned",295.8891013384321,0,False,Processed Meat,Processed Meat,1,0,1
F009450,18606,"Sausages & vegetables, canned",67.63862332695984,0.9,False,Processed Meat,Processed Meat,1,0,1
F009452,18606,"Steak & vegetables, canned",61.66347992351816,1.2,True,Processed Meat,Processed Meat,1,0,1
F002983,22203,"Coconut, fresh, mature fruit, flesh",333.65200764818354,8.1,True,Nuts,Nuts,0,2,0
F002985,22203,"Coconut, fresh, young or immature, flesh",84.36902485659655,0.5,False,Nuts,Nuts,0,2,0
F002984,22203,"Coconut, fresh, mature, water or juice",20.793499043977054,0,False,Nuts,Nuts,0,2,0
F002986,22203,"Coconut, fresh, young or immature, water or juice",26.051625239005734,0,False,Nuts,Nuts,0,2,0
F002987,22203,"Coconut, grated & desiccated",662.5239005736138,15.4,True,Nuts,Nuts,0,2,0
F002982,22203,"Coconut, cream, regular fat",221.3193116634799,0,False,Nuts,Nuts,0,2,0
F002991,22203,"Coconut, milk, canned, regular fat",151.2906309751434,0,False,Nuts,Nuts,0,2,0
F002990,22203,"Coconut, milk, canned, reduced fat",70.02868068833652,0.1,False,Nuts,Nuts,0,2,0
F006081,22204,"Nut, almond, with skin, raw, unsalted",570.0286806883365,10.9,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F006082,22204,"Nut, almond, with skin, roasted, unsalted",588.1931166347993,10.9,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F006077,22204,"Nut, almond meal",613.7667304015296,8.9,True,Nuts,Nuts,0,2,0
F006087,22204,"Nut, brazil, raw or blanched, unsalted",689.7705544933078,8.5,False,Nuts,Unsalted Nuts & Seeds,2,2,2
F006088,22204,"Nut, cashew, raw, unsalted",607.3135755258126,5.9,False,Nuts,Unsalted Nuts & Seeds,2,2,2
F006090,22204,"Nut, cashew, roasted, salted",616.1567877629063,5.8,False,Nuts,Nuts,0,2,0
F006095,22204,"Nut, chestnut, raw, unsalted",173.75717017208413,14.9,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F006096,22204,"Nut, chestnut, roasted, unsalted",173.04015296367112,8.1,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F006098,22204,"Nut, hazelnut, raw, unsalted",642.6864244741873,10.4,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F006099,22204,"Nut, macadamia, raw, unsalted",721.3193116634799,6.4,False,Nuts,Unsalted Nuts & Seeds,2,2,2
F006107,22201,"Nut, peanut, with skin, raw, unsalted",567.8776290630975,8.2,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F006108,22201,"Nut, peanut, with skin, roasted, with oil, salted",629.7801147227533,8.3,False,Nuts,Nuts,0,2,0
F006109,22201,"Nut, peanut, without skin, roasted, with oil, salted",637.4282982791586,6.2,False,Nuts,Nuts,0,2,0
F006110,22201,"Nut, peanut, without skin, roasted, with oil, unsalted",637.4282982791586,6.2,False,Nuts,Unsalted Nuts & Seeds,2,2,2
F006111,22204,"Nut, pecan, raw, unsalted",710.5640535372848,8.4,False,Nuts,Unsalted Nuts & Seeds,2,2,2
F006112,22204,"Nut, pine, raw, unsalted",699.0917782026769,5.1,False,Nuts,Unsalted Nuts & Seeds,2,2,2
F006113,22204,"Nut, pistachio, raw, unsalted",607.5525812619503,9,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F006116,22204,"Nut, walnut, raw, unsalted",694.0726577437858,6.4,False,Nuts,Unsalted Nuts & Seeds,2,2,2
F008209,22101,"Seed, chia, dried",425.9082217973231,34.4,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F008210,22101,"Seed, linseed or flaxseed",494.0248565965583,27.3,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F008211,22101,"Seed, poppy",501.1950286806883,19.5,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F008212,22101,"Seed, pumpkin, hulled & dried",579.3499043977055,6,False,Nuts,Unsalted Nuts & Seeds,2,2,2
F008215,22101,"Seed, sunflower",572.4187380497132,10.8,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F009076,22102,"Tahini, sesame seed pulp",636.7112810707457,13.5,True,Nuts,Nuts,0,2,0
F009533,22101,"Wattle seed (acacia), ground",270.07648183556404,54.2,True,Nuts,Unsalted Nuts & Seeds,2,2,2
F000386,15101,"Barramundi, aquacultured, fillet, raw",125.0,0,False,Seafood,Fish,2,0,0
F000385,15101,"Barramundi, aquacultured, fillet, grilled, no added fat",171.36711281070745,0,False,Seafood,Fish,2,0,0
F000387,15101,"Barramundi, aquacultured, fillet, steamed with no added fat",148.90057361376674,0,False,Seafood,Fish,2,0,0
F000402,15101,"Bassa, fillet, raw",79.34990439770554,0,False,Seafood,Fish,2,0,0
F000401,15101,"Bassa (basa), fillet, baked, no added fat",108.74760994263862,0,False,Seafood,Fish,2,0,0
F000403,15101,"Bassa (basa), fillet, steamed, no added fat",94.64627151051624,0,False,Seafood,Fish,2,0,0
F001277,15101,"Blue grenadier, flesh, raw",73.37476099426387,0,False,Seafood,Fish,2,0,0
F001276,15101,"Blue grenadier, flesh, baked, no added fat",102.05544933078393,0,False,Seafood,Fish,2,0,0
F001278,15101,"Blue grenadier, flesh, steamed, no added fat",95.36328871892925,0,False,Seafood,Fish,2,0,0
F001884,15101,"Bream, fillet, raw",124.52198852772466,0,False,Seafood,Fish,2,0,0
F001881,15101,"Bream, fillet, baked, no added fat",170.65009560229444,0,False,Seafood,Fish,2,0,0
F001885,15101,"Bream, fillet, steamed, no added fat",138.8623326959847,0,False,Seafood,Fish,2,0,0
F003973,15101,"Flathead, flesh, raw",94.40726577437859,0,False,Seafood,Fish,2,0,0
F003970,15101,"Flathead, flesh, baked, no added fat",129.302103250478,0,False,Seafood,Fish,2,0,0
F003974,15101,"Flathead, flesh, steamed, no added fat",116.39579349904398,0,False,Seafood,Fish,2,0,0
F004202,15101,"Gemfish, flesh, raw",77.19885277246654,0,False,Seafood,Fish,2,0,0
F004201,15101,"Gemfish, flesh, baked, no added fat",105.64053537284894,0,False,Seafood,Fish,2,0,0
F004203,15101,"Gemfish, flesh, steamed, no added fat",123.56596558317399,0,False,Seafood,Fish,2,0,0
F004811,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, raw",205.06692160611854,0,False,Seafood,Fish,2,0,0
F004810,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat",280.83173996175907,0,False,Seafood,Fish,2,0,0
F004812,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat",244.0248565965583,0,False,Seafood,Fish,2,0,0
F005268,15101,"Mackerel, raw",134.08221797323137,0,False,Seafood,Fish,2,2,2
F005267,15101,"Mackerel, grilled, no added fat",183.55640535372848,0,False,Seafood,Fish,2,2,2
F005270,15101,"Mackerel, steamed, no added fat",159.65583173996174,0,False,Seafood,Fish,2,2,2
F005659,15101,"Milkfish, aquacultured, flesh, raw",190.0095602294455,0,False,Seafood,Fish,2,0,0
F005658,15101,"Milkfish, aquacultured, flesh, grilled, no added fat",260.2772466539197,0,False,Seafood,Fish,2,0,0
F005660,15101,"Milkfish, aquacultured, flesh, steamed, no added fat",226.09942638623326,0,False,Seafood,Fish,2,0,0
F005824,15101,"Morwong, fillet, raw",130.019120458891,0,False,Seafood,Fish,2,0,0
F005823,15101,"Morwong, fillet, grilled, no added fat",178.05927342256214,0,False,Seafood,Fish,2,0,0
F005825,15101,"Morwong, fillet, steamed, no added fat",126.19502868068834,0,False,Seafood,Fish,2,0,0
F005922,15101,"Mullet, yelloweye, fillet, raw",131.21414913957935,0,False,Seafood,Fish,2,0,0
F005921,15101,"Mullet, yelloweye, fillet, baked, no added fat",179.7323135755258,0,False,Seafood,Fish,2,0,0
F005923,15101,"Mullet, yelloweye, fillet, steamed, no added fat",133.60420650095602,0,False,Seafood,Fish,2,0,0
F005930,15101,"Mulloway, flesh, raw",103.96749521988528,0,False,Seafood,Fish,2,0,0
F005926,15101,"Mulloway, flesh, baked, no added fat",142.20841300191205,0,False,Seafood,Fish,2,0,0
F005932,15101,"Mulloway, flesh, steamed, no added fat",129.06309751434034,0,False,Seafood,Fish,2,0,0
F007827,15101,"Salmon, Atlantic, fillet, raw",230.64053537284894,0,False,Seafood,Fish,2,2,2
F007826,15101,"Salmon, Atlantic, fillet, grilled, no added fat",257.64818355640534,0,False,Seafood,Fish,2,2,2
F007828,15101,"Salmon, Atlantic, fillet, steamed, no added fat",271.27151051625236,0,False,Seafood,Fish,2,2,2
F007849,15101,"Salmon, Pacific King, fillet, skinless, raw",274.61759082217975,0,False,Seafood,Fish,2,2,2
F007848,15101,"Salmon, Pacific King, fillet, skinless, grilled, no added fat",306.8833652007648,0,False,Seafood,Fish,2,2,2
F007850,15101,"Salmon, Pacific King, fillet, steamed, no added fat",323.1357552581262,0,False,Seafood,Fish,2,2,2
F007973,15101,"Sardine, Australian, whole, raw",105.64053537284894,0,False,Seafood,Fish,2,2,2
F007972,15101,"Sardine, Australian, whole, fried, no added fat",106.11854684512429,0,False,Seafood,Fish,2,2,2
F008775,15101,"Sprat, blue, wild caught, flesh, skin & bones, raw",90.34416826003823,0,False,Seafood,Fish,2,0,0
F008774,15101,"Sprat, blue, wild caught, flesh, skin & bones, fried, no added fat",106.11854684512429,0,False,Seafood,Fish,2,0,0
F008237,15101,"Shark, fillet, without skin, raw",103.96749521988528,0,False,Seafood,Fish,2,0,0
F008236,15101,"Shark, fillet, without skin, baked, no added fat",142.20841300191205,0,False,Seafood,Fish,2,0,0
F008238,15101,"Shark, fillet, without skin, steamed, no added fat",116.63479923518165,0,False,Seafood,Fish,2,0,0
F008233,15501,"Shark, battered, deep-fried, takeaway outlet",260.51625239005733,1.3,False,Seafood,Deep Fried Foods,1,0,1
F008263,15101,"Silver perch, aquacultured, raw",220.84130019120457,0,False,Seafood,Fish,2,0,0
F008258,15101,"Silver perch, aquacultured, baked, no added fat",302.5812619502868,0,False,Seafood,Fish,2,0,0
F008264,15101,"Silver perch, aquacultured, steamed, no added fat",262.90630975143404,0,False,Seafood,Fish,2,0,0
F008359,15101,"Snapper, fillet, raw",96.79732313575525,0,False,Seafood,Fish,2,0,0
F008358,15101,"Snapper, fillet, baked, no added fat",132.40917782026767,0,False,Seafood,Fish,2,0,0
F008360,15101,"Snapper, fillet, steamed, no added fat",132.40917782026767,0,False,Seafood,Fish,2,0,0
F009163,15101,"Tilapia, fillet, raw",114.0057361376673,0,False,Seafood,Fish,2,0,0
F009161,15101,"Tilapia, fillet, baked, no added fat",156.3097514340344,0,False,Seafood,Fish,2,0,0
F009164,15101,"Tilapia, fillet, steamed, no added fat",135.75525812619503,0,False,Seafood,Fish,2,0,0
F009268,15101,"Trout, ocean, aquacultured, fillet, without skin, raw",288.00191204588907,0,False,Seafood,Fish,2,0,0
F009267,15101,"Trout, ocean, aquacultured, fillet, without skin, baked, no added fat",394.5984703632887,0,False,Seafood,Fish,2,0,0
F009269,15101,"Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat",342.97323135755255,0,False,Seafood,Fish,2,0,0
F009271,15101,"Trout, rainbow, aquacultured, raw",154.1586998087954,0,False,Seafood,Fish,2,0,0
F009270,15101,"Trout, rainbow, aquacultured, baked, no added fat",211.04206500956022,0,False,Seafood,Fish,2,0,0
F009273,15101,"Trout, rainbow, aquacultured, steamed, no added fat",183.3173996175908,0,False,Seafood,Fish,2,0,0
F009303,15101,"Tuna, yellowfin, flesh, raw",103.96749521988528,0,False,Seafood,Fish,2,2,2
F009302,15101,"Tuna, yellowfin, flesh, baked, no added fat",142.44741873804972,0,False,Seafood,Fish,2,2,2
F009304,15101,"Tuna, yellowfin, flesh, steamed, no added fat",123.80497131931166,0,False,Seafood,Fish,2,2,2
F009560,15101,"Whiting, King George, flesh, raw",86.52007648183556,0,False,Seafood,Fish,2,0,0
F009557,15101,"Whiting, King George, flesh, baked, no added fat",123.56596558317399,0,False,Seafood,Fish,2,0,0
F009561,15101,"Whiting, King George, flesh, steamed, no added fat",104.4455066921606,0,False,Seafood,Fish,2,0,0
F003920,15302,"Fish, eel, raw",178.05927342256214,0,False,Seafood,Fish,2,0,0
F003950,15501,"Fish, white flesh, battered, packaged frozen, baked, no added fat",195.98470363288718,0.5,False,Seafood,Seafood,0,0,0
F003954,15501,"Fish, white flesh, crumbed, packaged frozen, baked, no added fat",204.5889101338432,0.5,False,Seafood,Seafood,0,0,0
F003907,15501,"Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat",240.4397705544933,0.1,False,Seafood,Deep Fried Foods,1,0,1
F000002,15202,"Abalone, black lip, aquacultured, raw",79.34990439770554,0,False,Seafood,Seafood,0,0,0
F000003,15202,"Abalone, black lip, wild, raw",90.82217973231357,0,False,Seafood,Seafood,0,0,0
F000005,15202,"Abalone, green lip, aquacultured, raw",82.45697896749522,0,False,Seafood,Seafood,0,0,0
F000006,15202,"Abalone, green lip, wild, raw",86.75908221797323,0,False,Seafood,Seafood,0,0,0
F000004,15202,"Abalone, brown lip, wild, raw",84.13001912045888,0,False,Seafood,Seafood,0,0,0
F003243,15201,"Crab, flesh, purchased steamed or boiled",88.4321223709369,0,False,Seafood,Seafood,0,0,0
F005228,15201,"Lobster, southern rock, wild, flesh, raw",88.4321223709369,0,False,Seafood,Seafood,0,0,0
F005227,15201,"Lobster, southern rock, wild, flesh, purchased steamed or boiled",98.23135755258126,0,False,Seafood,Seafood,0,0,0
F005968,15202,"Mussel, blue, steamed",104.68451242829828,0,False,Seafood,Seafood,0,0,0
F006150,15202,"Octopus, raw",69.78967495219885,0,False,Seafood,Seafood,0,0,0
F006146,15202,"Octopus, boiled, no added fat",77.43785850860421,0,False,Seafood,Seafood,0,0,0
F006288,15202,"Oyster, native, aquacultured, raw",45.650095602294456,0,False,Seafood,Seafood,0,0,0
F006289,15202,"Oyster, Pacific, aquacultured, raw",66.68260038240918,0,False,Seafood,Seafood,0,0,0
F006291,15202,"Oyster, Sydney rock, aquacultured, raw",71.22370936902486,0,False,Seafood,Seafood,0,0,0
F006285,15202,"Oyster, aquacultured, raw",64.05353728489483,0,False,Seafood,Seafood,0,0,0
F007422,15201,"Prawn, banana, wild, flesh, raw",59.03441682600382,0,False,Seafood,Seafood,0,0,0
F007421,15201,"Prawn, banana, aquacultured, purchased cooked",102.2944550669216,0,False,Seafood,Seafood,0,0,0
F007424,15201,"Prawn, brown tiger, wild, flesh, raw",103.25047801147227,0,False,Seafood,Seafood,0,0,0
F007423,15201,"Prawn, black tiger, aquacultured, purchased cooked",91.53919694072657,0,False,Seafood,Seafood,0,0,0
F007431,15201,"Prawn, endeavour, wild, flesh, raw",97.51434034416826,0,False,Seafood,Seafood,0,0,0
F007451,15201,"Prawn, school, wild, flesh, raw",82.45697896749522,0,False,Seafood,Seafood,0,0,0
F007454,15201,"Prawn, Western king, wild, flesh, raw",104.4455066921606,0,False,Seafood,Seafood,0,0,0
F007433,15201,"Prawn, flesh, raw (green)",91.06118546845124,0,False,Seafood,Seafood,0,0,0
F007432,15201,"Prawn, flesh, cooked from raw, no added fat",121.17590822179731,0,False,Seafood,Seafood,0,0,0
F008166,15202,"Scallop, raw",83.89101338432123,0,False,Seafood,Seafood,0,0,0
F008165,15202,"Scallop, fried, no added fat",104.92351816443595,0,False,Seafood,Seafood,0,0,0
F008828,15202,"Squid or calamari, raw",78.39388145315488,0,False,Seafood,Seafood,0,0,0
F008825,15202,"Squid or calamari, fried, no added fat",97.99235181644359,0,False,Seafood,Seafood,0,0,0
F000074,15401,"Anchovy, canned in oil, drained",182.12237093690248,0,False,Seafood,Fish,2,0,0
F003009,15102,"Cod, smoked, raw",85.08604206500955,0,False,Seafood,Fish,2,0,0
F003003,15102,"Cod or hake, smoked, steamed",94.88527724665391,0,False,Seafood,Fish,2,0,0
F003897,15501,"Fish finger, crumbed, purchased frozen, raw",220.84130019120457,1.1,False,Seafood,Seafood,0,0,0
F003896,15501,"Fish finger, crumbed, purchased frozen, grilled, no added fat",250.95602294455065,1.2,False,Seafood,Seafood,0,0,0
F007853,15401,"Salmon, pink, canned in brine, drained",138.38432122370935,0,False,Seafood,Fish,2,2,2
F007847,15401,"Salmon, flavoured, canned, undrained",128.585086042065,0,False,Seafood,Fish,2,2,2
F007860,15401,"Salmon, red, canned in brine, drained",147.46653919694072,0,False,Seafood,Fish,2,2,2
F007864,15102,"Salmon, smoked, sliced",188.09751434034416,0,False,Seafood,Fish,2,2,2
F009285,15401,"Tuna, canned in brine, drained",129.06309751434034,0,False,Seafood,Fish,2,2,2
F009293,15401,"Tuna, flavoured, canned in oil, drained",137.90630975143404,0.3,False,Seafood,Fish,2,2,2
F000333,28302,"Bar, muesli, plain or with dried fruit",386.71128107074566,6.2,True,,,0,0,0
F000337,28303,"Bar, muesli, plain or with dried fruit, chocolate-coated",395.07648183556404,6.4,True,,,0,0,0
F000339,28303,"Bar, muesli, plain or with dried fruit, yoghurt-coated",400.33460803059273,6.4,True,,,0,0,0
F000344,28302,"Bar, muesli, with nuts",411.5678776290631,6.8,True,,,0,0,0
F000368,28304,"Bar, snack, fruit filled, baked",334.6080305927342,4.5,False,,,0,0,0
F003198,26201,"Corn chips, plain, toasted, salted",478.48948374760994,5,False,,,0,0,0
F003802,26301,"Extruded snack, cheese flavoured",487.09369024856596,3.2,False,,,0,0,0
F006030,26401,"Noodle snack, wheat, flavoured, dry",496.41491395793497,1.7,False,,,0,0,0
F006844,26202,"Popcorn, commercial, butter flavoured, salted",490.67877629063094,8.8,True,,,0,0,0
F007193,26101,"Potato crisps or chips, plain, salted",511.472275334608,3.2,False,Potato Snacks,Potato Snacks,1,1,1
F007201,26101,"Potato crisps or chips, salt & vinegar flavoured",501.1950286806883,3.6,False,Potato Snacks,Potato Snacks,1,1,1
F007189,26101,"Potato crisps or chips, flavoured (other than salt & vinegar)",500.0,3.6,False,Potato Snacks,Potato Snacks,1,1,1
F007198,26101,"Potato crisps or chips, reformed, salted",536.5678776290631,4.4,False,Potato Snacks,Potato Snacks,1,1,1
F007204,26101,"Potato straws, French fries, plain",517.4474187380497,3.2,False,Potato Snacks,Potato Snacks,1,1,1
F009073,26201,"Taco shell, from corn flour, plain",465.5831739961759,7.3,True,,,0,0,0
F008509,21201,"Soup, broth style, with meat, instant dry mix",322.65774378585087,4.3,False,,,0,0,0
F008508,21201,"Soup, broth style, with meat and noodles, instant dry mix",365.67877629063094,2.2,False,,,0,0,0
F008513,21301,"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water",19.120458891013385,0.3,True,,,0,0,0
